dataset_name,machine_type,section,domain,split,label,audio_path
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0065_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0066_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0067_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0068_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0069_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0070_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0071_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0072_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0073_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0074_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0075_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0076_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0077_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0078_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0079_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0080_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0081_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0082_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0083_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0084_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0085_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0086_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0087_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0088_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0089_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0090_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0091_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0092_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0093_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0094_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0095_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0096_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0097_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0098_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0099_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0100_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0101_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0102_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0103_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0104_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0105_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0106_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0107_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0108_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0109_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0110_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0111_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0112_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0113_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0114_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0115_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0116_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0117_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0118_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0119_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0120_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0121_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0122_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0123_mdl_A_spd_1.wav
